,index,tconst,titleType,primaryName,originalName,isAdult,yearOfRelease,Duration,genres,averageRating,numVotes
850,1057830,tt7693268,tvEpisode,Kerblam!,Kerblam!,False,2018,48,"Adventure,Drama,Family",6.1,5452
851,1014378,tt6755366,movie,Bad Poems,Rossz versek,False,2018,97,"Comedy,Drama",7.7,2125
852,1043180,tt7345930,movie,Abhrahaminte Santhathikal,Abrahaminte Santhathikal,False,2018,131,"Action,Crime,Thriller",7.4,4756
853,737528,tt2237324,movie,Bent,Bent,False,2018,96,"Crime,Thriller",5.2,4092
854,46094,tt0069049,movie,The Other Side of the Wind,The Other Side of the Wind,False,2018,122,Drama,6.8,6430
855,1043149,tt7344956,tvEpisode,Diablo Verde,Diablo Verde,False,2018,65,Drama,7.1,1018
856,1031504,tt7095482,movie,The Candidate,El reino,False,2018,132,"Drama,Mystery,Thriller",7.2,6924
857,1031509,tt7095654,movie,Believer,Dokjeon,False,2018,123,"Action,Crime,Thriller",6.5,1966
858,1043074,tt7342838,movie,Leto,Leto,False,2018,126,"Drama,History,Music",7.3,6234
859,1043064,tt7342452,tvEpisode,Dick Grayson,Dick Grayson,False,2018,43,"Action,Adventure,Crime",8.5,3542
860,1043063,tt7342450,tvEpisode,Koriand'r,Koriand'r,False,2018,41,"Action,Adventure,Crime",8.4,2722
861,1043062,tt7342448,tvEpisode,Hank and Dawn,Hank and Dawn,False,2018,46,"Action,Adventure,Crime",8.3,3139
862,1043061,tt7342446,tvEpisode,Donna Troy,Donna Troy,False,2018,43,"Action,Adventure,Crime",8.2,2855
863,1043060,tt7342442,tvEpisode,Asylum,Asylum,False,2018,46,"Action,Adventure,Crime",8.1,2991
864,1043059,tt7342440,tvEpisode,Jason Todd,Jason Todd,False,2018,47,"Action,Adventure,Crime",8.5,3221
865,1043058,tt7342438,tvEpisode,Together,Together,False,2018,40,"Action,Adventure,Crime",8.8,3544
866,1043057,tt7342436,tvEpisode,Doom Patrol,Doom Patrol,False,2018,45,"Action,Adventure,Crime",8.6,3680
867,1043101,tt7343732,movie,7 uczuc,7 uczuc,False,2018,118,"Comedy,Drama",6.4,1150
868,1056348,tt7658622,tvEpisode,Episode #1.3,Episode #1.3,False,2018,57,"Crime,Drama,Thriller",8.4,3302
869,1013730,tt6742252,movie,The Guilty,Den skyldige,False,2018,85,"Crime,Drama,Thriller",7.5,45718
870,1032669,tt7125860,movie,If Beale Street Could Talk,If Beale Street Could Talk,False,2018,119,"Drama,Romance",7.1,43438
871,1056349,tt7658626,tvEpisode,Episode #1.4,Episode #1.4,False,2018,57,"Crime,Drama,Thriller",8.2,2995
872,1043113,tt7344002,tvEpisode,A Life in the Day,A Life in the Day,False,2018,43,"Drama,Fantasy,Mystery",9.5,1345
873,1047998,tt7472352,movie,Shirkers,Shirkers,False,2018,97,Documentary,7.4,4519
874,994531,tt6340650,tvEpisode,A Fruitful Partnership,A Fruitful Partnership,False,2018,47,"Crime,Drama,Mystery",7.8,1622
875,994519,tt6340500,movie,Inuyashiki,Inuyashiki,False,2018,127,"Action,Drama,Mystery",6.6,1823
876,1027755,tt7022404,movie,Blessed Madness,Benedetta follia,False,2018,110,Comedy,5.8,1149
877,1048046,tt7473890,tvMovie,King Lear,King Lear,False,2018,115,"Drama,History",6.2,3076
878,757911,tt2392748,movie,Scorched Earth,Scorched Earth,False,2018,96,"Action,Drama,Sci-Fi",4.5,2740
879,1047867,tt7468616,movie,The Boat,The Boat,False,2018,100,"Horror,Mystery,Thriller",5.6,2818
880,1002226,tt6491178,movie,Dragged Across Concrete,Dragged Across Concrete,False,2018,158,"Action,Crime,Drama",6.9,39143
881,992634,tt6306064,movie,Adrift,Adrift,False,2018,96,"Action,Adventure,Biography",6.6,48656
882,1027814,tt7023382,tvEpisode,Steven Sees a Ghost,Steven Sees a Ghost,False,2018,60,"Drama,Horror,Mystery",8.2,7818
883,1047902,tt7470414,movie,Neerali,Neerali,False,2018,128,"Action,Adventure,Drama",5.6,2002
884,1034132,tt7153766,movie,Unsane,Unsane,False,2018,98,"Drama,Horror,Mystery",6.4,41360
885,1039358,tt7256866,movie,Father of the Year,Father of the Year,False,2018,94,Comedy,5.2,10227
886,1034247,tt7156222,movie,Keep an Eye Out,Au poste!,False,2018,73,Comedy,6.7,3387
887,994661,tt6343314,movie,Creed II,Creed II,False,2018,130,"Drama,Sport",7.1,107663
888,1058824,tt7711342,movie,Agnathavasi - Prince in Exile,Agnyaathavaasi,False,2018,158,"Action,Drama",4.5,2681
889,1017747,tt6821012,movie,The Week Of,The Week Of,False,2018,116,Comedy,5.2,19256
890,1048219,tt7477068,movie,The Tobacconist,Der Trafikant,False,2018,117,"Drama,History,War",6.4,1364
891,1009022,tt6644016,tvEpisode,These Bloody Thoughts,These Bloody Thoughts,False,2018,47,"Crime,Drama,Mystery",8.1,1394
892,1009021,tt6644012,tvEpisode,Silver Smile,Silver Smile,False,2018,43,"Crime,Drama,Mystery",7.9,1442
893,1048238,tt7477310,movie,How About Adolf?,Der Vorname,False,2018,91,Comedy,7.1,4136
894,1012625,tt6722976,movie,The Elephant Queen,The Elephant Queen,False,2018,96,"Documentary,Family",7.8,1491
895,1017715,tt6820256,movie,Arctic,Arctic,False,2018,98,"Adventure,Drama",6.8,44432
896,1048160,tt7476236,movie,Minding the Gap,Minding the Gap,False,2018,93,Documentary,8.1,8264
897,1048136,tt7476116,movie,Sink or Swim,Le grand bain,False,2018,121,"Comedy,Drama,Sport",7.0,9004
898,1027677,tt7019842,movie,96,96,False,2018,158,"Drama,Romance",8.6,20048
899,1033971,tt7149916,movie,Edge of Fear,Edge of Fear,False,2018,91,"Action,Thriller",4.4,2412
900,1039562,tt7262848,tvEpisode,Stronger Than Heaven,Stronger Than Heaven,False,2018,41,"Action,Drama,Fantasy",9.0,1969
901,1039563,tt7262852,tvEpisode,A Window into an Empty Room,A Window into an Empty Room,False,2018,41,"Action,Drama,Fantasy",9.0,1961
902,987002,tt6212478,movie,American Animals,American Animals,False,2018,116,"Biography,Crime,Drama",7.0,39576
903,1039564,tt7262854,tvEpisode,Salt in the Wound,Salt in the Wound,False,2018,42,"Action,Drama,Fantasy",9.1,1941
904,1028109,tt7029252,tvEpisode,Smoke Signal,Smoke Signal,False,2018,24,"Action,Adventure,Animation",9.1,8588
905,1047581,tt7459182,movie,Wave of Crimes,Ola de crímenes,False,2018,98,"Adventure,Comedy,Crime",5.2,1316
906,1055893,tt7647526,tvEpisode,Molting,Molting,False,2018,29,"Action,Comedy,Drama",8.6,2771
907,1002472,tt6495770,movie,Action Point,Action Point,False,2018,85,Comedy,5.1,10270
908,1002432,tt6495094,movie,Little Women,Little Women,False,2018,112,"Drama,Family",5.2,1115
909,1039565,tt7262856,tvEpisode,A Heart of Darkness,A Heart of Darkness,False,2018,42,"Action,Drama,Fantasy",9.1,1963
910,1047454,tt7456534,movie,The New Romantic,The New Romantic,False,2018,82,"Comedy,Drama,Romance",5.7,1954
911,1047395,tt7455076,movie,Benjamin,Benjamin,False,2018,85,"Comedy,Drama,Romance",6.7,1258
912,1039566,tt7262866,tvEpisode,Familia Ante Omnia,Familia Ante Omnia,False,2018,42,"Action,Drama,Fantasy",9.2,2024
913,1039567,tt7262868,tvEpisode,Erchomai,Erchomai,False,2018,43,"Action,Drama,Fantasy",9.5,2240
914,1039568,tt7262882,movie,Master Z: The Ip Man Legacy,Yip Man ngoi zyun: Cheung Tin Chi,False,2018,107,"Action,Biography,Crime",6.5,7165
915,1039607,tt7263664,movie,Brothers' Nest,Brothers' Nest,False,2018,102,"Comedy,Thriller",6.5,1194
916,1047415,tt7455754,movie,The Game Changers,The Game Changers,False,2018,86,Documentary,7.9,16669
917,1027985,tt7026672,movie,Every Day,Every Day,False,2018,97,"Drama,Fantasy,Romance",6.4,18891
918,1056622,tt7664504,movie,Three Identical Strangers,Three Identical Strangers,False,2018,96,"Biography,Documentary,Drama",7.6,29229
919,1028002,tt7027092,movie,Budapest,Budapest,False,2018,102,Comedy,5.4,2365
920,1047720,tt7464188,movie,In Fabric,In Fabric,False,2018,118,"Comedy,Fantasy,Horror",6.2,9167
921,757330,tt2388771,movie,Mowgli: Legend of the Jungle,Mowgli,False,2018,104,"Adventure,Drama,Fantasy",6.5,57104
922,1028014,tt7027278,movie,Kedarnath,Kedarnath,False,2018,116,"Drama,Romance",6.6,10506
923,1012719,tt6724924,tvEpisode,Booth Three,Booth Three,False,2018,30,"Comedy,Horror",8.5,1411
924,1002349,tt6493672,tvEpisode,Divided,Divided,False,2018,42,"Action,Adventure,Crime",7.5,1864
925,1002350,tt6493676,tvEpisode,We Fall,We Fall,False,2018,41,"Action,Adventure,Crime",7.7,1808
926,986925,tt6210996,movie,10x10,10x10,False,2018,88,"Drama,Thriller",5.1,7685
927,1058305,tt7700730,movie,October,October,False,2018,115,"Drama,Romance",7.5,13669
928,1039412,tt7258794,tvEpisode,Reparations,Reparations,False,2018,61,"Crime,Drama,Thriller",8.3,3488
929,1027959,tt7025976,movie,The Emperor of Paris,L'Empereur de Paris,False,2018,120,"Adventure,Crime,History",6.3,4520
930,757376,tt2388986,tvMovie,Paterno,Paterno,False,2018,105,"Biography,Crime,Drama",6.5,6172
931,1047772,tt7465992,movie,Mahanati,Mahanati,False,2018,177,"Biography,Drama",8.5,10028
932,1002351,tt6493678,tvEpisode,All for Nothing,All for Nothing,False,2018,42,"Action,Adventure,Crime",8.0,1754
933,1002352,tt6493680,tvEpisode,The Devil's Greatest Trick,The Devil's Greatest Trick,False,2018,42,"Action,Adventure,Crime",8.2,1892
934,1002353,tt6493682,tvEpisode,Collision Course,Collision Course,False,2018,40,"Action,Adventure,Crime",7.3,1866
935,986970,tt6211976,movie,A Vigilante,A Vigilante,False,2018,91,"Crime,Drama,Mystery",5.7,7231
936,1047627,tt7461200,movie,The Oath,The Oath,False,2018,93,"Comedy,Thriller",5.5,4319
937,1047611,tt7460806,movie,The Festival,The Festival,False,2018,98,"Comedy,Music,Romance",5.8,6200
938,1002398,tt6494418,movie,Siberia,Siberia,False,2018,104,"Crime,Romance,Thriller",4.3,13093
939,1055892,tt7647522,tvEpisode,All Valley,All Valley,False,2018,28,"Action,Comedy,Drama",8.7,2828
940,1039512,tt7260818,movie,Book of Monsters,Book of Monsters,False,2018,84,"Action,Comedy,Horror",4.7,1774
941,1002355,tt6493686,tvEpisode,The Thanatos Guild,The Thanatos Guild,False,2018,42,"Action,Adventure,Crime",8.0,1786
942,1002356,tt6493688,tvEpisode,Doppelgänger,Doppelgänger,False,2018,41,"Action,Adventure,Crime",8.2,1800
943,1002357,tt6493690,tvEpisode,Fundamentals,Fundamentals,False,2018,42,"Action,Adventure,Crime",8.7,2182
944,1002358,tt6493692,tvEpisode,Brothers in Arms,Brothers in Arms,False,2018,42,"Action,Adventure,Crime",7.9,1852
945,1009023,tt6644020,tvEpisode,Ascension,Ascension,False,2018,44,"Crime,Drama,Mystery",8.3,1328
946,1002360,tt6493696,tvEpisode,Shifting Allegiances,Shifting Allegiances,False,2018,42,"Action,Adventure,Crime",8.1,1730
947,1002361,tt6493698,tvEpisode,Docket No. 11-19-41-73,Docket No. 11-19-41-73,False,2018,42,"Action,Adventure,Crime",8.9,2033
948,1002362,tt6493700,tvEpisode,The Ties That Bind,The Ties That Bind,False,2018,41,"Action,Adventure,Crime",8.5,1867
949,1002363,tt6493702,tvEpisode,Life Sentence,Life Sentence,False,2018,42,"Action,Adventure,Crime",8.8,2234
950,1058773,tt7709816,tvEpisode,FUBU,FUBU,False,2018,26,"Comedy,Drama,Music",8.9,1692
951,1002359,tt6493694,tvEpisode,The Dragon,The Dragon,False,2018,42,"Action,Adventure,Crime",8.1,2012
952,1057716,tt7690016,movie,Never Goin' Back,Never Goin' Back,False,2018,85,"Comedy,Crime,Drama",6.0,2570
953,1027138,tt7008872,movie,Boy Erased,Boy Erased,False,2018,115,"Biography,Drama",6.9,33380
954,1038904,tt7250056,movie,Non-Fiction,Doubles vies,False,2018,108,"Comedy,Drama,Romance",6.5,4401
955,1018192,tt6829180,movie,Welcome Home,Welcome Home,False,2018,97,Thriller,5.2,6150
956,1034489,tt7162390,movie,Mermaid: The Lake of the Dead,Rusalka: Ozero myortvykh,False,2018,87,"Drama,Fantasy,Horror",4.4,1366
957,1057712,tt7689966,movie,Robin Williams: Come Inside My Mind,Robin Williams: Come Inside My Mind,False,2018,117,"Biography,Comedy,Documentary",8.0,7120
958,732902,tt2201211,movie,A Boy Called Sailboat,A Boy Called Sailboat,False,2018,92,"Comedy,Drama,Family",6.8,1105
959,1001591,tt6477420,tvEpisode,The Sincerest Form of Flattery,The Sincerest Form of Flattery,False,2018,54,"Drama,Sci-Fi,Thriller",8.8,1011
960,768848,tt2531344,movie,Blockers,Blockers,False,2018,102,Comedy,6.2,72335
961,1058057,tt7696862,tvEpisode,"Whatever Remains, However Improbable","Whatever Remains, However Improbable",False,2018,42,"Crime,Drama,Mystery",9.4,1099
962,1009223,tt6647824,tvEpisode,Bike Parade,Bike Parade,False,2018,22,"Animation,Comedy",7.6,1238
963,1034560,tt7164068,tvEpisode,Red Queen,Red Queen,False,2018,42,"Drama,Mystery,Sci-Fi",8.8,2867
964,1018304,tt6832388,movie,The Dark,The Dark,False,2018,95,"Drama,Fantasy,Horror",5.6,4492
965,1034555,tt7163824,movie,The Load,Teret,False,2018,98,Drama,6.5,1366
966,1038677,tt7246792,tvEpisode,Chapter 15,Chapter 15,False,2018,48,"Action,Drama,Sci-Fi",8.4,1547
967,721418,tt2119543,movie,The House with a Clock in Its Walls,The House with a Clock in Its Walls,False,2018,105,"Comedy,Family,Fantasy",6.1,46512
968,1038678,tt7246798,tvEpisode,Chapter 16,Chapter 16,False,2018,48,"Action,Drama,Sci-Fi",7.5,1473
969,1034561,tt7164070,tvEpisode,Sleeping Giants,Sleeping Giants,False,2018,42,"Drama,Mystery,Sci-Fi",9.0,2903
970,1038762,tt7248144,movie,An Affair,En affære,False,2018,92,"Drama,Thriller",5.5,1517
971,1001448,tt6474040,movie,Stockholm,Stockholm,False,2018,92,"Biography,Comedy,Crime",6.1,11036
972,1049105,tt7502234,movie,Little Tickles,Les chatouilles,False,2018,103,Drama,7.1,1054
973,1057711,tt7689964,movie,RBG,RBG,False,2018,98,"Biography,Documentary",7.6,12871
974,1056855,tt7670108,tvEpisode,Furs by Sebastian,Furs by Sebastian,False,2018,38,"Comedy,Drama,Sci-Fi",7.8,2193
975,1057218,tt7679130,tvEpisode,A Dark Knight: One of My Three Soups,A Dark Knight: One of My Three Soups,False,2018,43,"Action,Crime,Drama",8.5,1715
976,1057217,tt7679128,tvEpisode,A Dark Knight: The Sinking Ship the Grand Applause,A Dark Knight: The Sinking Ship the Grand Applause,False,2018,43,"Action,Crime,Drama",8.8,1770
977,1027421,tt7014430,movie,Betrayed,Betrayed,False,2018,98,"Action,Crime,Thriller",4.6,1213
978,1057216,tt7679126,movie,The Best Summer of My Life,El mejor verano de mi vida,False,2018,91,"Comedy,Family",5.8,1199
979,1027400,tt7014006,movie,Eighth Grade,Eighth Grade,False,2018,93,"Comedy,Drama",7.4,64411
980,1048458,tt7482212,movie,The Good Girls,Las niñas bien,False,2018,93,Drama,7.0,1572
981,1027361,tt7013298,tvEpisode,Two Girls Kissing,Two Girls Kissing,False,2018,60,"Drama,Mystery,Thriller",7.0,3121
982,1001836,tt6483364,movie,Teen Spirit,Teen Spirit,False,2018,93,"Drama,Music",6.1,7759
983,1009041,tt6644242,tvEpisode,The Ersatz Elevator: Part One,The Ersatz Elevator: Part One,False,2018,52,"Adventure,Comedy,Drama",8.2,1002
984,1001936,tt6485304,movie,Quién te cantará,Quién te cantará,False,2018,125,"Drama,Music,Mystery",7.0,2562
985,1009039,tt6644232,tvEpisode,The Austere Academy: Part Two,The Austere Academy: Part Two,False,2018,52,"Adventure,Comedy,Drama",8.0,1054
986,1009037,tt6644200,movie,A Quiet Place,A Quiet Place,False,2018,90,"Drama,Horror,Sci-Fi",7.5,413830
987,1001966,tt6485928,movie,The Land of Steady Habits,The Land of Steady Habits,False,2018,98,"Comedy,Drama",6.2,6551
988,1009026,tt6644030,tvEpisode,Requiem,Requiem,False,2018,48,"Crime,Drama,Mystery",8.5,1268
989,1009025,tt6644028,tvEpisode,Psychopathia Sexualis,Psychopathia Sexualis,False,2018,42,"Crime,Drama,Mystery",8.5,1323
990,989783,tt6257174,movie,The Miseducation of Cameron Post,The Miseducation of Cameron Post,False,2018,91,Drama,6.6,19031
991,1055812,tt7645780,movie,The Wedding Guest,The Wedding Guest,False,2018,96,Thriller,5.7,4048
992,1048653,tt7489816,movie,Nothing to Hide,Le jeu,False,2018,90,"Comedy,Drama",6.8,12758
993,1012464,tt6720618,movie,Ramen Shop,Ramen Teh,False,2018,89,Drama,6.7,1598
994,1018066,tt6826438,movie,Parmanu: The Story of Pokhran,Parmanu: The Story of Pokhran,False,2018,129,"Action,Drama,History",7.6,21241
995,1012436,tt6720042,tvEpisode,Rage in Heaven,Rage in Heaven,False,2018,53,"Action,Drama,Sci-Fi",8.5,3651
996,1056856,tt7670110,tvEpisode,Exactly Like You,Exactly Like You,False,2018,40,"Comedy,Drama,Sci-Fi",7.9,2063
997,1034356,tt7158686,movie,You Shall Not Sleep,No dormirás,False,2018,106,"Horror,Mystery,Thriller",5.1,1165
998,1048687,tt7491144,movie,Amanda,Amanda,False,2018,107,Drama,7.0,2112
999,1001643,tt6478244,tvEpisode,Zanzibar,Zanzibar,False,2018,29,"Comedy,Drama,Horror",8.1,1429
1000,1034346,tt7158430,movie,Hearts Beat Loud,Hearts Beat Loud,False,2018,97,"Comedy,Drama,Music",6.9,10057
1001,1027299,tt7011994,tvEpisode,"Danger, Will Robinson","Danger, Will Robinson",False,2018,51,"Adventure,Drama,Family",8.3,2163
1002,1027300,tt7011996,tvEpisode,Resurrection,Resurrection,False,2018,47,"Adventure,Drama,Family",7.6,1844
1003,1027301,tt7011998,tvEpisode,The Robinsons Were Here,The Robinsons Were Here,False,2018,60,"Adventure,Drama,Family",7.4,2149
1004,1027302,tt7012002,tvEpisode,Pressurized,Pressurized,False,2018,52,"Adventure,Drama,Family",7.4,1968
1005,1027303,tt7012004,tvEpisode,Eulogy,Eulogy,False,2018,65,"Adventure,Drama,Family",7.5,2043
1006,1027304,tt7012006,tvEpisode,Transmission,Transmission,False,2018,48,"Adventure,Drama,Family",7.5,2044
1007,1027305,tt7012024,tvEpisode,Trajectory,Trajectory,False,2018,57,"Adventure,Drama,Family",7.7,1906
1008,1048516,tt7485508,movie,Carmen & Lola,Carmen y Lola,False,2018,103,"Adventure,Drama,Romance",7.1,2243
1009,1048500,tt7484892,tvEpisode,The Light Bulb Scene,The Light Bulb Scene,False,2018,26,"Animation,Comedy,Drama",8.0,2397
1010,770461,tt2557478,movie,Pacific Rim: Uprising,Pacific Rim: Uprising,False,2018,111,"Action,Adventure,Sci-Fi",5.6,107538
1011,1027298,tt7011984,tvEpisode,Diamonds in the Sky,Diamonds in the Sky,False,2018,56,"Adventure,Drama,Family",7.6,2598
1012,1027297,tt7011982,tvEpisode,Infestation,Infestation,False,2018,55,"Adventure,Drama,Family",7.5,2291
1013,1009114,tt6645584,tvEpisode,The Austere Academy: Part One,The Austere Academy: Part One,False,2018,46,"Adventure,Comedy,Drama",8.0,1162
1014,1009024,tt6644024,tvEpisode,Many Sainted Men,Many Sainted Men,False,2018,48,"Crime,Drama,Mystery",7.9,1228
1015,1013216,tt6734208,tvEpisode,Hostile,Hostile,False,2018,49,"Action,Drama,Sci-Fi",7.6,1173
1016,762885,tt2445568,movie,Outlawed,Outlawed,False,2018,102,Action,4.9,1092
1017,1013217,tt6734210,tvEpisode,Doomsday,Doomsday,False,2018,45,"Action,Drama,Sci-Fi",8.0,1269
1018,1016394,tt6793580,movie,Champions,Campeones,False,2018,124,"Comedy,Drama,Family",7.3,9235
1019,1003657,tt6523720,movie,The Quake,Skjelvet,False,2018,106,"Action,Drama,Thriller",6.2,10010
1020,1029668,tt7059506,movie,Munafik 2,Munafik 2,False,2018,104,Horror,6.2,1510
1021,1057104,tt7675404,movie,1968,1968,False,2018,93,"History,Sport",8.1,1389
1022,1029705,tt7060344,movie,Raatchasan,Ratsasan,False,2018,170,"Action,Crime,Thriller",8.5,26700
1023,991818,tt6290418,movie,"To Each, Her Own",Les goûts et les couleurs,False,2018,95,"Comedy,Drama",5.3,1472
1024,1029644,tt7058830,tvEpisode,Leap to Faith,Leap to Faith,False,2018,22,"Comedy,Drama,Fantasy",8.5,2174
1025,1016381,tt6793280,movie,The Devil's Doorway,The Devil's Doorway,False,2018,76,Horror,5.3,2932
1026,1016344,tt6792282,movie,A Twelve-Year Night,La noche de 12 años,False,2018,122,"Biography,Crime,Drama",7.6,8727
1027,756931,tt2386237,movie,Malevolent,Malevolent,False,2018,89,"Horror,Mystery,Thriller",4.8,10982
1028,1040115,tt7275822,movie,Klassentreffen 1.0,Klassentreffen 1.0,False,2018,127,"Comedy,Drama",3.6,1374
1029,1029349,tt7052244,movie,Robin Hood: The Rebellion,Robin Hood: The Rebellion,False,2018,92,"Action,Adventure,History",3.8,1737
1030,1046465,tt7431594,movie,Race 3,Race 3,False,2018,160,"Action,Crime,Thriller",1.9,34566
1031,1029256,tt7050070,tvEpisode,The Drunk Slut,The Drunk Slut,False,2018,57,"Drama,Mystery,Thriller",7.3,2963
1032,1003387,tt6518270,movie,An Evening with Beverly Luff Linn,An Evening with Beverly Luff Linn,False,2018,108,"Comedy,Crime",5.8,4672
1033,1046441,tt7429708,movie,Pig,The Pig,False,2018,104,"Comedy,Crime,Drama",6.1,1643
1034,1003597,tt6522668,movie,Diamantino,Diamantino,False,2018,96,"Comedy,Drama,Fantasy",6.4,2535
1035,1033536,tt7142506,movie,Sir,Sir,False,2018,99,"Drama,Romance",7.7,4484
1036,1046258,tt7424200,movie,Teen Titans GO! To the Movies,Teen Titans Go! To the Movies,False,2018,84,"Action,Adventure,Animation",6.8,16833
1037,1003526,tt6520954,movie,Debi,Debi,False,2018,107,"Drama,Mystery",7.9,3683
1038,991838,tt6290798,movie,UFO,UFO,False,2018,88,"Drama,Mystery,Sci-Fi",6.2,9075
1039,1003555,tt6521776,movie,Open 24 Hours,Open 24 Hours,False,2018,102,Horror,5.5,2339
1040,994030,tt6332276,movie,What We Left Behind: Star Trek DS9,What We Left Behind: Looking Back at Deep Space Nine,False,2018,116,"Documentary,Sci-Fi",8.4,1409
1041,1029866,tt7064498,movie,Return of the Hero,Le retour du héros,False,2018,90,"Comedy,History",6.5,3476
1042,988972,tt6241872,movie,"Ruben Brandt, Collector","Ruben Brandt, a gyujto",False,2018,96,"Action,Animation,Crime",7.5,6513
1043,1029922,tt7065476,tvEpisode,The Burrito,The Burrito,False,2018,22,"Comedy,Drama,Fantasy",8.9,2327
1044,1016108,tt6787076,movie,Open Seas,Niemand in de stad,False,2018,102,Drama,7.1,1145
1045,1045631,tt7407784,tvEpisode,"Smile, Bitches","Smile, Bitches",False,2018,55,"Drama,Mystery,Thriller",7.5,2644
1046,1004110,tt6533240,movie,Night Hunter,Night Hunter,False,2018,98,Thriller,5.9,15741
1047,1029921,tt7065470,tvEpisode,"Rhonda, Diana, Jake, and Trent","Rhonda, Diana, Jake, and Trent",False,2018,22,"Comedy,Drama,Fantasy",9.0,2443
1048,1029923,tt7065490,tvEpisode,Somewhere Else,Somewhere Else,False,2018,22,"Comedy,Drama,Fantasy",9.0,2537
1049,1040414,tt7282468,movie,Burning,Beoning,False,2018,148,"Drama,Mystery",7.5,51429
1050,992874,tt6315438,movie,The Little Comrade,Seltsimees laps,False,2018,99,Drama,7.6,1058
1051,1008122,tt6619996,tvEpisode,Fallen Angel,Fallen Angel,False,2018,56,"Action,Drama,Sci-Fi",7.9,4388
1052,1004082,tt6532374,movie,Swimming with Men,Swimming with Men,False,2018,96,"Comedy,Drama,Romance",6.4,3517
1053,1029859,tt7064332,tvEpisode,Best Self,Best Self,False,2018,22,"Comedy,Drama,Fantasy",8.5,2137
1054,1040292,tt7279188,movie,Woman at War,Kona fer í stríð,False,2018,101,"Adventure,Comedy,Drama",7.4,8358
1055,1045964,tt7415864,tvEpisode,Pilot,Pilot,False,2018,44,"Action,Drama,Thriller",8.1,1388
1056,1003847,tt6527426,movie,Zero,Zero,False,2018,164,"Comedy,Drama,Romance",5.4,23884
1057,1045930,tt7414990,tvEpisode,Bye,Bye,False,2018,70,"Drama,Mystery,Thriller",6.3,4943
1058,1045929,tt7414988,tvEpisode,The Box of Polaroids,The Box of Polaroids,False,2018,56,"Drama,Mystery,Thriller",7.9,2843
1059,1045928,tt7414986,tvEpisode,Bryce and Chloe,Bryce and Chloe,False,2018,58,"Drama,Mystery,Thriller",8.2,2971
1060,1003859,tt6527586,movie,Close Enemies,Frères ennemis,False,2018,111,"Drama,Thriller",6.3,2102
1061,1040334,tt7280898,movie,22 July,22 July,False,2018,143,"Crime,Drama,History",6.8,29223
1062,989507,tt6251024,movie,Office Uprising,Office Uprising,False,2018,92,"Action,Comedy,Horror",5.9,7645
1063,1016284,tt6791096,movie,I Feel Pretty,I Feel Pretty,False,2018,110,"Comedy,Romance",5.5,49946
1064,1029830,tt7062890,tvEpisode,Nice Face,Nice Face,False,2018,43,"Action,Adventure,Drama",8.6,4319
1065,1029831,tt7062892,tvEpisode,I'll Deal with Him Later,I'll Deal with Him Later,False,2018,43,"Action,Adventure,Drama",8.6,3880
1066,1029832,tt7062900,tvEpisode,Don't I Know You?,Don't I Know You?,False,2018,43,"Action,Adventure,Drama",8.6,3819
1067,1029833,tt7062908,tvEpisode,Sorry Baby,Sorry Baby,False,2018,43,"Action,Adventure,Drama",8.7,3685
1068,1029834,tt7062914,tvEpisode,I Have a Thing About Bathrooms,I Have a Thing About Bathrooms,False,2018,43,"Action,Adventure,Drama",8.7,3205
1069,1040325,tt7280786,movie,Tik Tik Tik,Tik Tik Tik,False,2018,130,"Action,Adventure,Sci-Fi",6.0,2377
1070,1002839,tt6504538,movie,Danger One,Danger One,False,2018,101,"Action,Comedy,Crime",6.2,1908
1071,992707,tt6312068,tvEpisode,Soul Brother #1,Soul Brother #1,False,2018,56,"Action,Crime,Drama",7.1,1879
1072,989647,tt6255004,tvEpisode,A Simple Story,A Simple Story,False,2018,46,"Action,Adventure,Drama",7.5,3414
1073,989646,tt6255000,tvEpisode,The Joke,The Joke,False,2018,44,"Action,Adventure,Drama",8.6,3802
1074,1028856,tt7040874,movie,A Simple Favor,A Simple Favor,False,2018,117,"Comedy,Crime,Mystery",6.8,131681
1075,1047128,tt7448180,movie,The Debt Collector,The Debt Collector,False,2018,95,"Action,Comedy",5.8,6078
1076,1012837,tt6727296,movie,Bhaagamathie,Bhaagamathie,False,2018,138,"Action,Horror,Thriller",7.0,2758
1077,1002649,tt6499752,movie,Upgrade,Upgrade,False,2018,100,"Action,Sci-Fi,Thriller",7.5,162639
1078,1047264,tt7451284,movie,Batman Ninja,Batman Ninja,False,2018,85,"Action,Animation,Sci-Fi",5.6,17868
1079,1047346,tt7453418,movie,Nekrotronic,Nekrotronic,False,2018,99,"Action,Comedy,Horror",5.6,2325
1080,1033929,tt7149066,movie,The Sonata,The Sonata,False,2018,90,"Music,Mystery,Thriller",5.2,1066
1081,1047172,tt7449256,tvEpisode,LaWanda: The Book of Hope,LaWanda: The Book of Hope,False,2018,43,"Action,Drama,Sci-Fi",7.1,1262
1082,1033829,tt7147540,movie,Sui Dhaaga: Made in India,Sui Dhaaga: Made in India,False,2018,122,"Comedy,Drama",6.8,7244
1083,1057754,tt7690638,movie,Soorma,Soorma,False,2018,131,"Biography,Drama,Sport",7.4,4536
